"STATISTIC Label","Month","Type of Fertiliser","UNIT","VALUE"
"Fertiliser Price","1981 March","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1981 March","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1981 March","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1981 April","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","143"
"Fertiliser Price","1981 April","Urea (46% N)","Euro per Tonne","185"
"Fertiliser Price","1981 April","Granular Superphosphate (16% P)","Euro per Tonne","203"
"Fertiliser Price","1981 April","Muriate of Potash (50% K)","Euro per Tonne","136"
"Fertiliser Price","1981 April","Compound 0-10-20","Euro per Tonne","160"
"Fertiliser Price","1981 April","Compound 0-7-30","Euro per Tonne","158"
"Fertiliser Price","1981 April","Compound 7-6-17","Euro per Tonne","193"
"Fertiliser Price","1981 April","Compound 10-10-20","Euro per Tonne","199"
"Fertiliser Price","1981 April","Compound 14-7-14","Euro per Tonne","189"
"Fertiliser Price","1981 April","Compound 18-6-12","Euro per Tonne","188"
"Fertiliser Price","1981 April","Compound 24-2.5-10","Euro per Tonne","181"
"Fertiliser Price","1981 April","Compound 27-2.5-5","Euro per Tonne","178"
"Fertiliser Price","1981 April","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1981 April","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1981 April","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1981 April","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1981 April","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1981 April","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1981 April","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1981 April","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1981 April","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1981 April","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1981 April","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1981 April","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1981 May","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","145"
"Fertiliser Price","1981 May","Urea (46% N)","Euro per Tonne","186"
"Fertiliser Price","1981 May","Granular Superphosphate (16% P)","Euro per Tonne","204"
"Fertiliser Price","1981 May","Muriate of Potash (50% K)","Euro per Tonne","136"
"Fertiliser Price","1981 May","Compound 0-10-20","Euro per Tonne","161"
"Fertiliser Price","1981 May","Compound 0-7-30","Euro per Tonne","159"
"Fertiliser Price","1981 May","Compound 7-6-17","Euro per Tonne","193"
"Fertiliser Price","1981 May","Compound 10-10-20","Euro per Tonne","201"
"Fertiliser Price","1981 May","Compound 14-7-14","Euro per Tonne","190"
"Fertiliser Price","1981 May","Compound 18-6-12","Euro per Tonne","189"
"Fertiliser Price","1981 May","Compound 24-2.5-10","Euro per Tonne","183"
"Fertiliser Price","1981 May","Compound 27-2.5-5","Euro per Tonne","180"
"Fertiliser Price","1981 May","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1981 May","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1981 May","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1981 May","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1981 May","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1981 May","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1981 May","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1981 May","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1981 May","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1981 May","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1981 May","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1981 May","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1981 June","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","146"
"Fertiliser Price","1981 June","Urea (46% N)","Euro per Tonne","187"
"Fertiliser Price","1981 June","Granular Superphosphate (16% P)","Euro per Tonne","205"
"Fertiliser Price","1981 June","Muriate of Potash (50% K)","Euro per Tonne","135"
"Fertiliser Price","1981 June","Compound 0-10-20","Euro per Tonne","162"
"Fertiliser Price","1981 June","Compound 0-7-30","Euro per Tonne","160"
"Fertiliser Price","1981 June","Compound 7-6-17","Euro per Tonne","193"
"Fertiliser Price","1981 June","Compound 10-10-20","Euro per Tonne","201"
"Fertiliser Price","1981 June","Compound 14-7-14","Euro per Tonne","190"
"Fertiliser Price","1981 June","Compound 18-6-12","Euro per Tonne","190"
"Fertiliser Price","1981 June","Compound 24-2.5-10","Euro per Tonne","184"
"Fertiliser Price","1981 June","Compound 27-2.5-5","Euro per Tonne","181"
"Fertiliser Price","1981 June","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1981 June","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1981 June","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1981 June","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1981 June","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1981 June","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1981 June","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1981 June","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1981 June","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1981 June","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1981 June","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1981 June","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1981 July","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","146"
"Fertiliser Price","1981 July","Urea (46% N)","Euro per Tonne","187"
"Fertiliser Price","1981 July","Granular Superphosphate (16% P)","Euro per Tonne","206"
"Fertiliser Price","1981 July","Muriate of Potash (50% K)","Euro per Tonne","138"
"Fertiliser Price","1981 July","Compound 0-10-20","Euro per Tonne","163"
"Fertiliser Price","1981 July","Compound 0-7-30","Euro per Tonne","160"
"Fertiliser Price","1981 July","Compound 7-6-17","Euro per Tonne","192"
"Fertiliser Price","1981 July","Compound 10-10-20","Euro per Tonne","201"
"Fertiliser Price","1981 July","Compound 14-7-14","Euro per Tonne","190"
"Fertiliser Price","1981 July","Compound 18-6-12","Euro per Tonne","189"
"Fertiliser Price","1981 July","Compound 24-2.5-10","Euro per Tonne","185"
"Fertiliser Price","1981 July","Compound 27-2.5-5","Euro per Tonne","182"
"Fertiliser Price","1981 July","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1981 July","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1981 July","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1981 July","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1981 July","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1981 July","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1981 July","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1981 July","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1981 July","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1981 July","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1981 July","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1981 July","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1981 August","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","147"
"Fertiliser Price","1981 August","Urea (46% N)","Euro per Tonne","188"
"Fertiliser Price","1981 August","Granular Superphosphate (16% P)","Euro per Tonne","207"
"Fertiliser Price","1981 August","Muriate of Potash (50% K)","Euro per Tonne","139"
"Fertiliser Price","1981 August","Compound 0-10-20","Euro per Tonne","166"
"Fertiliser Price","1981 August","Compound 0-7-30","Euro per Tonne","163"
"Fertiliser Price","1981 August","Compound 7-6-17","Euro per Tonne","194"
"Fertiliser Price","1981 August","Compound 10-10-20","Euro per Tonne","202"
"Fertiliser Price","1981 August","Compound 14-7-14","Euro per Tonne","192"
"Fertiliser Price","1981 August","Compound 18-6-12","Euro per Tonne","192"
"Fertiliser Price","1981 August","Compound 24-2.5-10","Euro per Tonne","187"
"Fertiliser Price","1981 August","Compound 27-2.5-5","Euro per Tonne","184"
"Fertiliser Price","1981 August","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1981 August","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1981 August","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1981 August","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1981 August","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1981 August","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1981 August","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1981 August","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1981 August","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1981 August","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1981 August","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1981 August","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1981 September","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","147"
"Fertiliser Price","1981 September","Urea (46% N)","Euro per Tonne","188"
"Fertiliser Price","1981 September","Granular Superphosphate (16% P)","Euro per Tonne","214"
"Fertiliser Price","1981 September","Muriate of Potash (50% K)","Euro per Tonne","145"
"Fertiliser Price","1981 September","Compound 0-10-20","Euro per Tonne","168"
"Fertiliser Price","1981 September","Compound 0-7-30","Euro per Tonne","166"
"Fertiliser Price","1981 September","Compound 7-6-17","Euro per Tonne","197"
"Fertiliser Price","1981 September","Compound 10-10-20","Euro per Tonne","205"
"Fertiliser Price","1981 September","Compound 14-7-14","Euro per Tonne","195"
"Fertiliser Price","1981 September","Compound 18-6-12","Euro per Tonne","194"
"Fertiliser Price","1981 September","Compound 24-2.5-10","Euro per Tonne","189"
"Fertiliser Price","1981 September","Compound 27-2.5-5","Euro per Tonne","186"
"Fertiliser Price","1981 September","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1981 September","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1981 September","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1981 September","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1981 September","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1981 September","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1981 September","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1981 September","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1981 September","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1981 September","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1981 September","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1981 September","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1981 October","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","147"
"Fertiliser Price","1981 October","Urea (46% N)","Euro per Tonne","188"
"Fertiliser Price","1981 October","Granular Superphosphate (16% P)","Euro per Tonne","216"
"Fertiliser Price","1981 October","Muriate of Potash (50% K)","Euro per Tonne","145"
"Fertiliser Price","1981 October","Compound 0-10-20","Euro per Tonne","168"
"Fertiliser Price","1981 October","Compound 0-7-30","Euro per Tonne","165"
"Fertiliser Price","1981 October","Compound 7-6-17","Euro per Tonne","199"
"Fertiliser Price","1981 October","Compound 10-10-20","Euro per Tonne","205"
"Fertiliser Price","1981 October","Compound 14-7-14","Euro per Tonne","194"
"Fertiliser Price","1981 October","Compound 18-6-12","Euro per Tonne","194"
"Fertiliser Price","1981 October","Compound 24-2.5-10","Euro per Tonne","190"
"Fertiliser Price","1981 October","Compound 27-2.5-5","Euro per Tonne","187"
"Fertiliser Price","1981 October","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1981 October","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1981 October","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1981 October","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1981 October","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1981 October","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1981 October","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1981 October","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1981 October","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1981 October","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1981 October","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1981 October","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1981 November","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","146"
"Fertiliser Price","1981 November","Urea (46% N)","Euro per Tonne","188"
"Fertiliser Price","1981 November","Granular Superphosphate (16% P)","Euro per Tonne","223"
"Fertiliser Price","1981 November","Muriate of Potash (50% K)","Euro per Tonne","146"
"Fertiliser Price","1981 November","Compound 0-10-20","Euro per Tonne","167"
"Fertiliser Price","1981 November","Compound 0-7-30","Euro per Tonne","165"
"Fertiliser Price","1981 November","Compound 7-6-17","Euro per Tonne","206"
"Fertiliser Price","1981 November","Compound 10-10-20","Euro per Tonne","205"
"Fertiliser Price","1981 November","Compound 14-7-14","Euro per Tonne","195"
"Fertiliser Price","1981 November","Compound 18-6-12","Euro per Tonne","194"
"Fertiliser Price","1981 November","Compound 24-2.5-10","Euro per Tonne","191"
"Fertiliser Price","1981 November","Compound 27-2.5-5","Euro per Tonne","188"
"Fertiliser Price","1981 November","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1981 November","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1981 November","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1981 November","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1981 November","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1981 November","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1981 November","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1981 November","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1981 November","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1981 November","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1981 November","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1981 November","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1981 December","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","147"
"Fertiliser Price","1981 December","Urea (46% N)","Euro per Tonne","188"
"Fertiliser Price","1981 December","Granular Superphosphate (16% P)","Euro per Tonne","219"
"Fertiliser Price","1981 December","Muriate of Potash (50% K)","Euro per Tonne","144"
"Fertiliser Price","1981 December","Compound 0-10-20","Euro per Tonne","167"
"Fertiliser Price","1981 December","Compound 0-7-30","Euro per Tonne","164"
"Fertiliser Price","1981 December","Compound 7-6-17","Euro per Tonne","201"
"Fertiliser Price","1981 December","Compound 10-10-20","Euro per Tonne","204"
"Fertiliser Price","1981 December","Compound 14-7-14","Euro per Tonne","193"
"Fertiliser Price","1981 December","Compound 18-6-12","Euro per Tonne","193"
"Fertiliser Price","1981 December","Compound 24-2.5-10","Euro per Tonne","192"
"Fertiliser Price","1981 December","Compound 27-2.5-5","Euro per Tonne","188"
"Fertiliser Price","1981 December","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1981 December","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1981 December","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1981 December","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1981 December","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1981 December","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1981 December","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1981 December","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1981 December","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1981 December","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1981 December","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1981 December","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1982 January","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","148"
